semaine;reg;pop;P;T;Ti;Tp;Td
30/10/2021;75;683169;911;15245;133,35;5,98;2231,51
30/10/2021;75;1633440;1009;22934;61,77;4,4;1404,03
30/10/2021;76;262618;212;4687;80,73;4,52;1784,72
30/10/2021;76;278360;260;5505;93,4;4,72;1977,65
30/10/2021;76;372705;183;6157;49,1;2,97;1651,98
30/10/2021;76;387898;407;6579;104,92;6,19;1696,06
30/10/2021;76;479000;178;8552;37,16;2,08;1785,39
30/10/2021;76;748468;820;14450;109,56;5,67;1930,61
30/10/2021;76;1176145;903;23214;76,78;3,89;1973,74
30/10/2021;76;1400935;968;23459;69,1;4,13;1674,52
30/10/2021;76;190040;219;3140;115,24;6,97;1652,28
30/10/2021;76;226839;394;4603;173,69;8,56;2029,19
30/10/2021;76;173166;101;2931;58,33;3,45;1692,6
30/10/2021;76;152398;98;2280;64,31;4,3;1496,08
30/10/2021;76;76286;201;1747;263,48;11,51;2290,07
30/10/2021;84;432548;956;7724;221,02;12,38;1785,7
30/10/2021;84;142811;139;2878;97,33;4,83;2015,25
30/10/2021;84;226901;397;3931;174,97;10,1;1732,47
30/10/2021;84;326875;496;4732;151,74;10,48;1447,65
30/10/2021;84;331315;541;6984;163,29;7,75;2107,96
30/10/2021;84;520560;808;7794;155,22;10,37;1497,23
30/10/2021;84;656955;1236;10481;188,14;11,79;1595,39
30/10/2021;84;660240;710;10968;107,54;6,47;1661,21
30/10/2021;84;764737;1467;14804;191,83;9,91;1935,83
30/10/2021;84;828405;2254;15677;272,09;14,38;1892,43
30/10/2021;84;1264979;2494;22271;197,16;11,2;1760,58
30/10/2021;84;1876051;3009;30512;160,39;9,86;1626,4
30/10/2021;93;141756;308;3160;217,27;9,75;2229,18
30/10/2021;93;165197;223;3065;134,99;7,28;1855,36
30/10/2021;93;560997;797;10190;142,07;7,82;1816,41
30/10/2021;93;1073836;1190;24583;110,82;4,84;2289,27
30/10/2021;93;1079396;1502;24767;139,15;6,06;2294,52
30/10/2021;93;2034469;2933;54221;144,17;5,41;2665,12
13/11/2021;94;182258;56;3210;30,73;1,74;1761,24
13/11/2021;94;162421;58;2822;35,71;2,06;1737,46
13/11/2021;1;376879;144;8609;38,21;1,67;2284,29
13/11/2021;2;358749;632;14251;176,17;4,43;3972,42
13/11/2021;3;290691;263;7195;90,47;3,66;2475,14
13/11/2021;4;859959;2690;52041;312,81;5,17;6051,57
13/11/2021;5;5997;0;30;0;0;500,25
13/11/2021;6;279471;72;5124;25,76;1,41;1833,46
13/11/2021;7;9961;9;988;90,35;0,91;9918,68
13/11/2021;8;35334;20;1417;56,6;1,41;4010,3
13/11/2021;11;1670149;6478;113663;387,87;5,7;6805,56
13/11/2021;11;1248354;5220;82708;418,15;6,31;6625,36
13/11/2021;11;1319401;4637;80864;351,45;5,73;6128,84
13/11/2021;11;1406041;6170;107819;438,82;5,72;7668,27
13/11/2021;11;1423607;5238;85157;367,94;6,15;5981,78
13/11/2021;11;1448625;6463;103371;446,15;6,25;7135,8
13/11/2021;11;1613762;8030;145364;497,6;5,52;9007,77
13/11/2021;11;2148271;13040;248963;607;5,24;11588,99
13/11/2021;24;217139;429;7865;197,57;5,45;3622,1
13/11/2021;24;296404;1073;14573;362,01;7,36;4916,6
13/11/2021;24;327835;595;13463;181,49;4,42;4106,64
13/11/2021;24;429425;1334;21079;310,65;6,33;4908,66
13/11/2021;24;605380;1951;34012;322,28;5,74;5618,29
13/11/2021;24;682890;2603;34988;381,17;7,44;5123,52
13/11/2021;27;547824;2961;32922;540,5;8,99;6009,59
13/11/2021;27;539449;3412;42270;632,5;8,07;7835,77
13/11/2021;27;140145;690;9360;492,35;7,37;6678,8
13/11/2021;27;199596;586;8563;293,59;6,84;4290,17
13/11/2021;27;233194;902;12395;386,8;7,28;5315,32
13/11/2021;27;257849;1713;20283;664,34;8,45;7866,23
13/11/2021;27;332096;982;14921;295,7;6,58;4492,98
13/11/2021;27;532886;2392;34348;448,88;6,96;6445,66
13/11/2021;28;600687;1558;27881;259,37;5,59;4641,52
13/11/2021;28;691453;1474;36269;213,17;4,06;5245,33
13/11/2021;28;1243788;3060;74867;246,02;4,09;6019,27
13/11/2021;28;490669;1003;21878;204,41;4,58;4458,81
13/11/2021;28;276903;807;13138;291,44;6,14;4744,62
13/11/2021;32;526050;1521;23585;289,14;6,45;4483,41
13/11/2021;32;569769;1592;29324;279,41;5,43;5146,65
13/11/2021;32;825077;2550;45099;309,06;5,65;5466,04
13/11/2021;32;1452778;5483;92983;377,41;5,9;6400,36
13/11/2021;32;2588988;13814;212457;533,57;6,5;8206,18
13/11/2021;44;169250;465;7288;274,74;6,38;4306,06
13/11/2021;44;181641;483;8546;265,91;5,65;4704,88
13/11/2021;44;265531;1186;19741;446,65;6,01;7434,54
13/11/2021;44;309907;1162;17259;374,95;6,73;5569,09
13/11/2021;44;359520;1256;20939;349,35;6;5824,15
13/11/2021;44;563823;1833;33537;325,1;5,47;5948,14
13/11/2021;44;730398;2945;50305;403,2;5,85;6887,34
13/11/2021;44;763204;4747;65692;621,98;7,23;8607,4
13/11/2021;44;1035866;3820;69114;368,77;5,53;6672,1
13/11/2021;44;1132607;6880;104423;607,45;6,59;9219,7
13/11/2021;52;305365;661;13364;216,46;4,95;4376,4
13/11/2021;52;560227;1567;28044;279,71;5,59;5005,83
13/11/2021;52;683187;2627;40992;384,52;6,41;6000,11
13/11/2021;52;815881;3047;47429;373,46;6,42;5813,23
13/11/2021;52;1437137;6183;98015;430,23;6,31;6820,16
13/11/2021;53;596186;1228;26450;205,98;4,64;4436,53
13/11/2021;53;755566;2821;43008;373,36;6,56;5692,16
13/11/2021;53;906554;2144;44279;236,5;4,84;4884,32
13/11/2021;53;1082073;3793;67031;350,53;5,66;6194,68
13/11/2021;75;116270;405;6359;348,33;6,37;5469,17
13/11/2021;75;240336;767;12183;319,14;6,3;5069,15
13/11/2021;75;330336;2225;26337;673,56;8,45;7972,79
13/11/2021;75;348180;1009;16534;289,79;6,1;4748,69
13/11/2021;75;370774;1095;17644;295,33;6,21;4758,69
13/11/2021;75;372627;845;15450;226,77;5,47;4146,24
13/11/2021;75;408393;1654;21283;405;7,77;5211,4
13/11/2021;75;411979;1983;27650;481,34;7,17;6711,51
13/11/2021;75;437398;1309;22067;299,27;5,93;5045,06
13/11/2021;75;647080;2221;34350;343,23;6,47;5308,46
13/11/2021;75;683169;4149;59890;607,32;6,93;8766,5
13/11/2021;75;1633440;8042;119017;492,34;6,76;7286,28
13/11/2021;76;226839;1522;17971;670,96;8,47;7922,36
13/11/2021;76;76286;127;2348;166,48;5,41;3077,89
13/11/2021;76;152398;772;9846;506,57;7,84;6460,71
13/11/2021;76;173166;842;11096;486,24;7,59;6407,72
13/11/2021;76;190040;965;13453;507,79;7,17;7079,04
13/11/2021;76;262618;1088;17130;414,29;6,35;6522,78
13/11/2021;76;278360;1102;17441;395,89;6,32;6265,63
13/11/2021;76;372705;1453;21273;389,85;6,83;5707,73
13/11/2021;76;387898;1164;19422;300,08;5,99;5006,99
13/11/2021;76;479000;2912;36577;607,93;7,96;7636,12
13/11/2021;76;748468;3740;50400;499,69;7,42;6733,75
13/11/2021;76;1176145;7017;95032;596,61;7,38;8079,96
13/11/2021;76;1400935;6676;104668;476,54;6,38;7471,3
13/11/2021;84;828405;5619;61859;678,29;9,08;7467,24
13/11/2021;84;1264979;6900;85257;545,46;8,09;6739,8
13/11/2021;84;1876051;12544;160124;668,64;7,83;8535,16
13/11/2021;84;660240;2785;40681;421,82;6,85;6161,55
13/11/2021;84;764737;4414;53726;577,19;8,22;7025,42
13/11/2021;84;656955;4101;44475;624,24;9,22;6769,87
13/11/2021;84;520560;4296;42396;825,27;10,13;8144,31
13/11/2021;84;142811;299;6407;209,37;4,67;4486,35
13/11/2021;84;226901;1262;14266;556,19;8,85;6287,32
13/11/2021;84;326875;2871;26478;878,32;10,84;8100,34
13/11/2021;84;331315;920;16871;277,68;5,45;5092,13
13/11/2021;84;432548;2613;29024;604,09;9;6710,01
13/11/2021;93;141756;728;8455;513,56;8,61;5964,47
13/11/2021;93;165197;1181;12907;714,9;9,15;7813,1
13/11/2021;93;560997;3398;39219;605,71;8,66;6990,95
13/11/2021;93;1073836;5693;79491;530,16;7,16;7402,53
13/11/2021;93;1079396;5952;87260;551,42;6,82;8084,15
13/11/2021;93;2034469;12937;188537;635,89;6,86;9267,14
17/11/2021;94;162421;623;11552;383,57;5,39;7112,38
17/11/2021;94;182258;926;13296;508,07;6,96;7295,15
17/11/2021;1;372939;764;4233;204,86;18,05;1135,04
17/11/2021;2;350373;797;3835;227,47;20,78;1094,55
17/11/2021;3;294436;925;2784;314,16;33,23;945,54
17/11/2021;4;868846;1374;4973;158,14;27,63;572,37
17/11/2021;5;6008;19;52;316,24;36,54;865,51
17/11/2021;6;299348;174;1587;58,13;10,96;530,15
17/11/2021;7;10123;14;83;138,3;16,87;819,92
17/11/2021;8;34070;25;229;73,38;10,92;672,15
17/11/2021;11;1276534;3444;17521;269,79;19,66;1372,54
17/11/2021;11;1315404;4112;19624;312,6;20,95;1491,86
17/11/2021;11;1434351;3805;22835;265,28;16,66;1592,01
17/11/2021;11;1443796;4674;20521;323,73;22,78;1421,32
17/11/2021;11;1463709;5064;22674;345,97;22,33;1549,08
17/11/2021;11;1643080;5308;29913;323,05;17,74;1820,54
17/11/2021;11;1678367;2773;21830;165,22;12,7;1300,67
17/11/2021;11;2139907;6694;45836;312,82;14,6;2141,96
17/11/2021;24;215031;1079;3269;501,79;33,01;1520,25
17/11/2021;24;296904;1729;5041;582,34;34,3;1697,86
17/11/2021;24;325598;1896;5346;582,31;35,47;1641,9
17/11/2021;24;427776;1876;6549;438,55;28,65;1530,94
17/11/2021;24;613406;3596;10372;586,23;34,67;1690,89
17/11/2021;24;686200;3418;10857;498,11;31,48;1582,19
17/11/2021;27;137714;635;2160;461,1;29,4;1568,47
17/11/2021;27;199373;1028;3039;515,62;33,83;1524,28
17/11/2021;27;232531;1288;4100;553,9;31,41;1763,21
17/11/2021;27;257128;1619;4953;629,65;32,69;1926,28
17/11/2021;27;330074;1557;5600;471,71;27,8;1696,59
17/11/2021;27;534424;3563;10979;666,7;32,45;2054,36
17/11/2021;27;546577;3442;10064;629,74;34,2;1841,28
17/11/2021;27;547572;3085;10086;563,4;30,59;1841,95
17/11/2021;28;491281;2575;6966;524,14;36,97;1417,93
17/11/2021;28;273214;1121;4449;410,3;25,2;1628,39
17/11/2021;28;593885;2440;8294;410,85;29,42;1396,57
17/11/2021;28;695310;3187;12642;458,36;25,21;1818,18
17/11/2021;28;1253596;4762;20196;379,87;23,58;1611,05
17/11/2021;32;524403;2585;8811;492,94;29,34;1680,2
17/11/2021;32;566328;2348;9565;414,6;24,55;1688,95
17/11/2021;32;833013;3547;13096;425,8;27,08;1572,12
17/11/2021;32;1456555;6948;29020;477,02;23,94;1992,37
17/11/2021;32;2606873;12607;57000;483,61;22,12;2186,53
17/11/2021;44;1156546;6217;25878;537,55;24,02;2237,52
17/11/2021;44;1044398;4314;17910;413,06;24,09;1714,86
17/11/2021;44;768557;3670;14065;477,52;26,09;1830,05
17/11/2021;44;731006;3704;13067;506,7;28,35;1787,54
17/11/2021;44;562545;2983;11108;530,27;26,85;1974,6
17/11/2021;44;166343;950;2922;571,11;32,51;1756,61
17/11/2021;44;178156;834;2917;468,13;28,59;1637,33
17/11/2021;44;265285;1241;4475;467,8;27,73;1686,87
17/11/2021;44;311083;1750;5697;562,55;30,72;1831,34
17/11/2021;44;358175;1697;6158;473,79;27,56;1719,27
17/11/2021;52;305870;1187;3566;388,07;33,29;1165,85
17/11/2021;52;564588;3239;9702;573,69;33,38;1718,42
17/11/2021;52;699296;3254;9243;465,33;35,21;1321,76
17/11/2021;52;825241;4244;11582;514,27;36,64;1403,47
17/11/2021;52;1478101;7612;21367;514,99;35,63;1445,57
17/11/2021;53;601354;2472;8216;411,07;30,09;1366,25
17/11/2021;53;770921;3008;9828;390,18;30,61;1274,84
17/11/2021;53;922797;4409;14280;477,79;30,88;1547,47
17/11/2021;53;1107860;5152;16267;465,04;31,67;1468,33
17/11/2021;75;113711;664;1815;583,94;36,58;1596,15
17/11/2021;75;238445;2062;5017;864,77;41,1;2104,05
17/11/2021;75;329135;1977;5987;600,67;33,02;1819,01
17/11/2021;75;350298;2144;5469;612,05;39,2;1561,24
17/11/2021;75;369805;2351;6409;635,74;36,68;1733,08
17/11/2021;75;374426;2278;6239;608,4;36,51;1666,28
17/11/2021;75;411087;2697;6867;656,07;39,27;1670,45
17/11/2021;75;422332;2494;7032;590,53;35,47;1665,04
17/11/2021;75;440164;2634;7665;598,41;34,36;1741,4
17/11/2021;75;659482;3859;11367;585,16;33,95;1723,63
17/11/2021;75;691770;4939;13706;713,97;36,04;1981,29
17/11/2021;75;1681330;10247;31430;609,46;32,6;1869,35
17/11/2021;76;76573;345;926;450,55;37,26;1209,3
17/11/2021;76;153126;1237;3509;807,83;35,25;2291,58
17/11/2021;76;174522;1273;2922;729,42;43,57;1674,29
17/11/2021;76;192279;1424;3862;740,59;36,87;2008,54
17/11/2021;76;231014;2063;5480;893,02;37,65;2372,15
17/11/2021;76;264216;1971;5742;745,98;34,33;2173,22
17/11/2021;76;280254;2101;5431;749,68;38,69;1937,89
17/11/2021;76;379844;2357;8022;620,52;29,38;2111,92
17/11/2021;76;393046;3417;8420;869,36;40,58;2142,24
17/11/2021;76;485396;2496;9845;514,22;25,35;2028,24
17/11/2021;76;753436;6719;20828;891,78;32,26;2764,4
17/11/2021;76;1217787;8788;31215;721,64;28,15;2563,26
17/11/2021;76;1452055;12345;36344;850,17;33,97;2502,94
17/11/2021;84;767549;5923;17056;771,68;34,73;2222,14
17/11/2021;84;143280;1072;2805;748,19;38,22;1957,71
17/11/2021;84;227224;1512;4522;665,42;33,44;1990,11
17/11/2021;84;330865;2821;7430;852,61;37,97;2245,63
17/11/2021;84;331757;1720;5647;518,45;30,46;1702,15
17/11/2021;84;442054;2912;7515;658,74;38,75;1700,02
17/11/2021;84;524506;4987;12371;950,8;40,31;2358,6
17/11/2021;84;665391;4883;12711;733,85;38,42;1910,31
17/11/2021;84;672494;4490;12265;667,66;36,61;1823,81
17/11/2021;84;850125;4611;12600;542,39;36,6;1482,14
17/11/2021;84;1285915;9870;28172;767,55;35,03;2190,81
17/11/2021;84;1912073;14490;47140;757,82;30,74;2465,39
17/11/2021;93;141059;877;2550;621,73;34,39;1807,75
17/11/2021;93;165582;1391;4074;840,07;34,14;2460,41
17/11/2021;93;562928;4854;14427;862,28;33,65;2562,85
17/11/2021;93;1095564;9054;29881;826,42;30,3;2727,45
17/11/2021;93;1103555;8211;27887;744,05;29,44;2527,01
17/11/2021;93;2062499;18289;69918;886,74;26,16;3389,97
20/11/2021;94;162314;1142;4618;703,57;24,73;2845,1
20/11/2021;94;187151;1020;3910;545,01;26,09;2089,22
20/11/2021;1;376879;446;5746;118,34;7,76;1524,63
20/11/2021;2;358749;117;4315;32,61;2,71;1202,79
20/11/2021;3;290691;1144;10304;393,55;11,1;3544,66
20/11/2021;4;859959;1012;18782;117,68;5,39;2184,06
20/11/2021;5;5997;0;16;0;0;266,8
20/11/2021;6;279471;30;2169;10,73;1,38;776,11
20/11/2021;7;9961;6;701;60,23;0,86;7037,45
20/11/2021;8;35334;58;1197;164,15;4,85;3387,67
20/11/2021;11;1248354;2775;44047;222,29;6,3;3528,41
20/11/2021;11;1319401;2536;44797;192,21;5,66;3395,25
20/11/2021;11;1406041;3252;57469;231,29;5,66;4087,29
20/11/2021;11;1423607;2862;48619;201,04;5,89;3415,2
20/11/2021;11;1448625;2475;50761;170,85;4,88;3504,08
20/11/2021;11;1613762;2873;72104;178,03;3,98;4468,07
20/11/2021;11;1670149;3897;56015;233,33;6,96;3353,89
20/11/2021;11;2148271;4228;137715;196,81;3,07;6410,5
20/11/2021;24;327835;381;8523;116,22;4,47;2599,78
20/11/2021;24;217139;213;5240;98,09;4,06;2413,2
20/11/2021;24;296404;259;6007;87,38;4,31;2026,63
20/11/2021;24;429425;512;10272;119,23;4,98;2392,04
20/11/2021;24;605380;634;15714;104,73;4,03;2595,72
20/11/2021;24;682890;1145;20022;167,67;5,72;2931,95
20/11/2021;27;140145;196;3814;139,86;5,14;2721,47
20/11/2021;27;199596;200;4678;100,2;4,28;2343,73
20/11/2021;27;233194;371;6165;159,1;6,02;2643,72
20/11/2021;27;257849;259;6118;100,45;4,23;2372,71
20/11/2021;27;332096;439;9259;132,19;4,74;2788,05
20/11/2021;27;532886;765;15152;143,56;5,05;2843,39
20/11/2021;27;539449;681;15808;126,24;4,31;2930,4
20/11/2021;27;547824;482;11211;87,98;4,3;2046,46
20/11/2021;28;1243788;2068;41527;166,27;4,98;3338,75
20/11/2021;28;691453;876;22984;126,69;3,81;3324,01
20/11/2021;28;600687;819;15863;136,34;5,16;2640,81
20/11/2021;28;276903;501;8060;180,93;6,22;2910,77
20/11/2021;28;490669;704;13877;143,48;5,07;2828,18
20/11/2021;32;569769;873;18203;153,22;4,8;3194,8
20/11/2021;32;825077;1642;27775;199,01;5,91;3366,35
20/11/2021;32;1452778;2367;45148;162,93;5,24;3107,7
20/11/2021;32;2588988;4773;96766;184,36;4,93;3737,6
20/11/2021;32;526050;1025;16108;194,85;6,36;3062,07
20/11/2021;44;1035866;893;37393;86,21;2,39;3609,83
20/11/2021;44;169250;241;4969;142,39;4,85;2935,89
20/11/2021;44;181641;162;4201;89,19;3,86;2312,8
20/11/2021;44;265531;360;10778;135,58;3,34;4059,04
20/11/2021;44;309907;275;7765;88,74;3,54;2505,59
20/11/2021;44;359520;425;10141;118,21;4,19;2820,71
20/11/2021;44;563823;691;15536;122,56;4,45;2755,47
20/11/2021;44;730398;804;25673;110,08;3,13;3514,93
20/11/2021;44;763204;872;29332;114,26;2,97;3843,27
20/11/2021;44;1132607;1639;53287;144,71;3,08;4704,81
20/11/2021;52;305365;357;8600;116,91;4,15;2816,3
20/11/2021;52;560227;1078;18561;192,42;5,81;3313,12
20/11/2021;52;683187;683;18814;99,97;3,63;2753,86
20/11/2021;52;815881;814;20500;99,77;3,97;2512,62
20/11/2021;52;1437137;1719;42914;119,61;4,01;2986,08
20/11/2021;53;596186;528;13541;88,56;3,9;2271,27
20/11/2021;53;755566;789;20503;104,43;3,85;2713,59
20/11/2021;53;906554;568;19971;62,65;2,84;2202,96
20/11/2021;53;1082073;1406;32466;129,94;4,33;3000,35
20/11/2021;75;411979;287;11141;69,66;2,58;2704,26
20/11/2021;75;437398;382;10930;87,33;3,49;2498,87
20/11/2021;75;647080;274;15026;42,34;1,82;2322,12
20/11/2021;75;683169;450;22953;65,87;1,96;3359,78
20/11/2021;75;1633440;1190;46213;72,85;2,58;2829,18
20/11/2021;75;408393;232;8347;56,81;2,78;2043,86
20/11/2021;75;372627;528;10920;141,7;4,84;2930,54
20/11/2021;75;370774;412;9294;111,12;4,43;2506,65
20/11/2021;75;348180;189;6541;54,28;2,89;1878,63
20/11/2021;75;116270;62;2794;53,32;2,22;2403,03
20/11/2021;75;240336;219;5403;91,12;4,05;2248,1
20/11/2021;75;330336;247;8727;74,77;2,83;2641,86
20/11/2021;76;76286;124;2101;162,55;5,9;2754,11
20/11/2021;76;152398;158;5567;103,68;2,84;3652,94
20/11/2021;76;173166;114;3766;65,83;3,03;2174,79
20/11/2021;76;190040;71;4460;37,36;1,59;2346,87
20/11/2021;76;226839;126;6037;55,55;2,09;2661,36
20/11/2021;76;262618;228;8277;86,82;2,75;3151,73
20/11/2021;76;278360;258;8705;92,69;2,96;3127,25
20/11/2021;76;372705;332;15284;89,08;2,17;4100,83
20/11/2021;76;387898;334;10566;86,11;3,16;2723,91
20/11/2021;76;479000;397;18247;82,88;2,18;3809,39
20/11/2021;76;748468;671;20208;89,65;3,32;2699,92
20/11/2021;76;1176145;983;36985;83,58;2,66;3144,6
20/11/2021;76;1400935;1365;52332;97,43;2,61;3735,51
20/11/2021;84;142811;83;2999;58,12;2,77;2099,98
20/11/2021;84;226901;398;6955;175,41;5,72;3065,21
20/11/2021;84;326875;249;7016;76,18;3,55;2146,39
20/11/2021;84;331315;480;9029;144,88;5,32;2725,2
20/11/2021;84;432548;433;10672;100,1;4,06;2467,24
20/11/2021;84;520560;428;12441;82,22;3,44;2389,93
20/11/2021;84;656955;660;16813;100,46;3,93;2559,23
20/11/2021;84;660240;770;18786;116,62;4,1;2845,33
20/11/2021;84;764737;1369;22431;179,02;6,1;2933,17
20/11/2021;84;828405;856;22181;103,33;3,86;2677,55
20/11/2021;84;1264979;1229;29610;97,16;4,15;2340,75
20/11/2021;84;1876051;2786;65989;148,5;4,22;3517,44
20/11/2021;93;141756;115;3383;81,13;3,4;2386,5
20/11/2021;93;165197;158;4272;95,64;3,7;2586
20/11/2021;93;560997;555;13841;98,93;4,01;2467,21
20/11/2021;93;1073836;860;33681;80,09;2,55;3136,51
20/11/2021;93;1079396;557;38178;51,6;1,46;3536,98
20/11/2021;93;2034469;2319;80793;113,99;2,87;3971,21
23/11/2021;94;162421;42;6380;25,86;0,66;3928,06
23/11/2021;94;182258;58;7278;31,82;0,8;3993,24
23/11/2021;1;376879;2798;14109;742,41;19,83;3743,64
23/11/2021;2;358749;4957;17641;1381,75;28,1;4917,37
23/11/2021;3;290691;500;4216;172;11,86;1450,34
23/11/2021;4;859959;5723;21866;665,5;26,17;2542,68
23/11/2021;5;5997;2;46;33,35;4,35;767,05
23/11/2021;6;279471;64;2889;22,9;2,22;1033,74
23/11/2021;7;9961;21;578;210,82;3,63;5802,63
23/11/2021;8;35334;69;1103;195,28;6,26;3121,64
23/11/2021;11;1248354;2951;22649;236,39;13,03;1814,31
23/11/2021;11;1319401;2980;20800;225,86;14,33;1576,47
23/11/2021;11;1406041;3393;29600;241,32;11,46;2105,2
23/11/2021;11;1423607;3444;22859;241,92;15,07;1605,71
23/11/2021;11;1448625;3462;24147;238,99;14,34;1666,89
23/11/2021;11;1613762;4072;36097;252,33;11,28;2236,82
23/11/2021;11;1670149;3091;41379;185,07;7,47;2477,56
23/11/2021;11;2148271;5242;65719;244,01;7,98;3059,16
23/11/2021;24;682890;2641;10690;386,74;24,71;1565,41
23/11/2021;24;605380;1827;8973;301,79;20,36;1482,21
23/11/2021;24;429425;1654;6671;385,17;24,79;1553,47
23/11/2021;24;217139;612;2604;281,85;23,5;1199,23
23/11/2021;24;296404;1062;4412;358,29;24,07;1488,51
23/11/2021;24;327835;1320;5080;402,64;25,98;1549,56
23/11/2021;27;199596;653;2581;327,16;25,3;1293,11
23/11/2021;27;233194;714;3424;306,18;20,85;1468,31
23/11/2021;27;257849;812;3839;314,91;21,15;1488,86
23/11/2021;27;332096;890;4658;267,99;19,11;1402,61
23/11/2021;27;532886;1894;8529;355,42;22,21;1600,53
23/11/2021;27;539449;1663;8446;308,28;19,69;1565,67
23/11/2021;27;547824;1684;7797;307,4;21,6;1423,27
23/11/2021;27;140145;434;2540;309,68;17,09;1812,41
23/11/2021;28;276903;881;4316;318,16;20,41;1558,67
23/11/2021;28;490669;1760;8136;358,69;21,63;1658,14
23/11/2021;28;600687;1733;7613;288,5;22,76;1267,38
23/11/2021;28;691453;2370;11520;342,76;20,57;1666,06
23/11/2021;28;1243788;4899;20612;393,88;23,77;1657,2
23/11/2021;32;526050;1813;8237;344,64;22,01;1565,82
23/11/2021;32;569769;2378;11570;417,36;20,55;2030,65
23/11/2021;32;825077;3118;14961;377,9;20,84;1813,29
23/11/2021;32;1452778;5877;26051;404,54;22,56;1793,19
23/11/2021;32;2588988;8984;52528;347,01;17,1;2028,9
23/11/2021;44;1132607;3875;22679;342,13;17,09;2002,37
23/11/2021;44;169250;560;2433;330,87;23,02;1437,52
23/11/2021;44;181641;590;3164;324,82;18,65;1741,9
23/11/2021;44;265531;1104;7884;415,77;14;2969,14
23/11/2021;44;309907;937;5240;302,35;17,88;1690,83
23/11/2021;44;359520;1090;6537;303,18;16,67;1818,26
23/11/2021;44;563823;2265;13173;401,72;17,19;2336,37
23/11/2021;44;730398;2660;12802;364,18;20,78;1752,74
23/11/2021;44;763204;2312;14034;302,93;16,47;1838,83
23/11/2021;44;1035866;3088;21750;298,11;14,2;2099,69
23/11/2021;52;815881;2957;11401;362,43;25,94;1397,39
23/11/2021;52;1437137;5621;21632;391,12;25,98;1505,21
23/11/2021;52;683187;2248;8776;329,05;25,62;1284,57
23/11/2021;52;560227;2209;9911;394,3;22,29;1769,1
23/11/2021;52;305365;1050;3929;343,85;26,72;1286,66
23/11/2021;53;596186;2185;9035;366,5;24,18;1515,47
23/11/2021;53;755566;3090;11032;408,96;28,01;1460,1
23/11/2021;53;906554;3880;14213;427,99;27,3;1567,81
23/11/2021;53;1082073;4174;16313;385,74;25,59;1507,57
23/11/2021;75;408393;1051;5615;257,35;18,72;1374,9
23/11/2021;75;116270;292;1573;251,14;18,56;1352,89
23/11/2021;75;240336;732;3353;304,57;21,83;1395,13
23/11/2021;75;330336;742;4832;224,62;15,36;1462,75
23/11/2021;75;348180;741;3967;212,82;18,68;1139,35
23/11/2021;75;370774;914;4399;246,51;20,78;1186,44
23/11/2021;75;372627;1078;4452;289,3;24,21;1194,76
23/11/2021;75;411979;1303;5707;316,28;22,83;1385,26
23/11/2021;75;437398;1274;5724;291,27;22,26;1308,65
23/11/2021;75;647080;1620;8650;250,36;18,73;1336,77
23/11/2021;75;683169;1862;10039;272,55;18,55;1469,48
23/11/2021;75;1633440;3927;24778;240,41;15,85;1516,92
23/11/2021;76;1400935;3835;23585;273,75;16,26;1683,52
23/11/2021;76;1176145;3159;22429;268,59;14,08;1906,99
23/11/2021;76;748468;1798;13192;240,22;13,63;1762,53
23/11/2021;76;479000;1345;8218;280,79;16,37;1715,66
23/11/2021;76;387898;848;4988;218,61;17;1285,91
23/11/2021;76;76286;183;1094;239,89;16,73;1434,08
23/11/2021;76;152398;534;2731;350,4;19,55;1792,02
23/11/2021;76;173166;384;2205;221,75;17,41;1273,34
23/11/2021;76;190040;482;2947;253,63;16,36;1550,73
23/11/2021;76;226839;554;3609;244,23;15,35;1591
23/11/2021;76;262618;632;3478;240,65;18,17;1324,36
23/11/2021;76;278360;741;3710;266,2;19,97;1332,81
23/11/2021;76;372705;1138;6273;305,34;18,14;1683,1
23/11/2021;84;142811;374;2153;261,88;17,37;1507,59
23/11/2021;84;226901;865;3513;381,22;24,62;1548,25
23/11/2021;84;326875;883;4952;270,13;17,83;1514,95
23/11/2021;84;331315;912;4650;275,27;19,61;1403,5
23/11/2021;84;432548;1210;6240;279,74;19,39;1442,61
23/11/2021;84;520560;1539;7583;295,64;20,3;1456,7
23/11/2021;84;656955;1953;9430;297,28;20,71;1435,41
23/11/2021;84;660240;2020;9104;305,95;22,19;1378,89
23/11/2021;84;764737;2725;13342;356,33;20,42;1744,65
23/11/2021;84;828405;2511;12728;303,11;19,73;1536,45
23/11/2021;84;1264979;3936;18753;311,15;20,99;1482,48
23/11/2021;84;1876051;5654;34008;301,38;16,63;1812,74
23/11/2021;93;141756;404;2296;285;17,6;1619,68
23/11/2021;93;165197;570;3504;345,04;16,27;2121,1
23/11/2021;93;560997;1872;10938;333,69;17,11;1949,74
23/11/2021;93;1073836;4120;23761;383,67;17,34;2212,72
23/11/2021;93;1079396;3873;25005;358,81;15,49;2316,57
23/11/2021;93;2034469;7208;54501;354,29;13,23;2678,88
25/11/2021;94;162421;563;3594;346,63;15,66;2212,77
25/11/2021;94;182258;687;3489;376,94;19,69;1914,32
25/11/2021;1;376879;594;3821;157,61;15,55;1013,85
25/11/2021;2;358749;482;4533;134,36;10,63;1263,56
25/11/2021;3;290691;124;2971;42,66;4,17;1022,05
25/11/2021;4;859959;328;10902;38,14;3,01;1267,73
