dep;semaine;pop;P;T;Ti;Tp;Td;cl_age90
30;2022-S25;748468,00;5556,00;19865,00;742,32;27,97;2654,09;0
31;2022-S22;1400935,00;3739,00;20226,00;266,89;18,49;1443,75;0
31;2022-S23;1400935,00;4985,00;21774,00;355,83;22,89;1554,25;0
31;2022-S24;1400935,00;7873,00;27910,00;561,98;28,21;1992,24;0
31;2022-S25;1400935,00;13263,00;41767,00;946,72;31,75;2981,37;0
32;2022-S22;190040,00;438,00;2783,00;230,48;15,74;1464,43;0
32;2022-S23;190040,00;600,00;2661,00;315,72;22,55;1400,23;0
32;2022-S24;190040,00;829,00;3122,00;436,22;26,55;1642,81;0
32;2022-S25;190040,00;1392,00;4084,00;732,48;34,08;2149,02;0
33;2022-S22;1633440,00;3538,00;21958,00;216,60;16,11;1344,28;0
33;2022-S23;1633440,00;4735,00;21970,00;289,88;21,55;1345,01;0
33;2022-S24;1633440,00;7317,00;26971,00;447,95;27,13;1651,18;0
33;2022-S25;1633440,00;12680,00;39367,00;776,28;32,21;2410,07;0
34;2022-S22;1176145,00;2812,00;19334,00;239,09;14,54;1643,84;0
34;2022-S23;1176145,00;3597,00;20103,00;305,83;17,89;1709,23;0
34;2022-S24;1176145,00;6199,00;26125,00;527,06;23,73;2221,24;0
34;2022-S25;1176145,00;9946,00;35044,00;845,64;28,38;2979,56;0
35;2022-S22;1082073,00;2659,00;12367,00;245,73;21,50;1142,90;0
35;2022-S23;1082073,00;3380,00;12739,00;312,36;26,53;1177,28;0
35;2022-S24;1082073,00;5349,00;16513,00;494,33;32,39;1526,05;0
35;2022-S25;1082073,00;8773,00;24162,00;810,76;36,31;2232,94;0
36;2022-S22;217139,00;386,00;2213,00;177,77;17,44;1019,16;0
36;2022-S23;217139,00;522,00;2572,00;240,40;20,30;1184,49;0
36;2022-S24;217139,00;766,00;2782,00;352,77;27,53;1281,21;0
36;2022-S25;217139,00;1259,00;3867,00;579,81;32,56;1780,89;0
37;2022-S22;605380,00;1268,00;7230,00;209,46;17,54;1194,29;0
37;2022-S23;605380,00;1717,00;7804,00;283,62;22,00;1289,11;0
37;2022-S24;605380,00;2844,00;10403,00;469,79;27,34;1718,42;0
37;2022-S25;605380,00;4381,00;14014,00;723,68;31,26;2314,91;0
38;2022-S22;1264979,00;2453,00;14896,00;193,92;16,47;1177,57;0
38;2022-S23;1264979,00;3148,00;15243,00;248,86;20,65;1205,00;0
38;2022-S24;1264979,00;5161,00;20354,00;407,99;25,36;1609,04;0
38;2022-S25;1264979,00;7988,00;26220,00;631,47;30,47;2072,76;0
39;2022-S22;257849,00;482,00;3147,00;186,93;15,32;1220,48;0
39;2022-S23;257849,00;574,00;3180,00;222,61;18,05;1233,28;0
39;2022-S24;257849,00;863,00;3859,00;334,69;22,36;1496,61;0
39;2022-S25;257849,00;1246,00;4790,00;483,23;26,01;1857,68;0
40;2022-S22;411979,00;863,00;4417,00;209,48;19,54;1072,14;0
40;2022-S23;411979,00;1215,00;4855,00;294,92;25,03;1178,46;0
40;2022-S24;411979,00;2022,00;6133,00;490,80;32,97;1488,67;0
40;2022-S25;411979,00;2850,00;7979,00;691,78;35,72;1936,75;0
41;2022-S22;327835,00;787,00;3921,00;240,06;20,07;1196,03;0
41;2022-S23;327835,00;1074,00;4143,00;327,60;25,92;1263,75;0
41;2022-S24;327835,00;1651,00;5203,00;503,61;31,73;1587,08;0
41;2022-S25;327835,00;2206,00;6506,00;672,90;33,91;1984,53;0
42;2022-S22;764737,00;1352,00;9429,00;176,79;14,34;1232,97;0
42;2022-S23;764737,00;1593,00;9371,00;208,31;17,00;1225,39;0
42;2022-S24;764737,00;2612,00;12069,00;341,56;21,64;1578,19;0
42;2022-S25;764737,00;3940,00;15029,00;515,21;26,22;1965,25;0
43;2022-S22;226901,00;434,00;2733,00;191,27;15,88;1204,49;0
43;2022-S23;226901,00;487,00;2666,00;214,63;18,27;1174,96;0
43;2022-S24;226901,00;748,00;3036,00;329,66;24,64;1338,03;0
43;2022-S25;226901,00;1038,00;3708,00;457,47;27,99;1634,19;0
44;2022-S22;1437137,00;3962,00;16653,00;275,69;23,79;1158,76;0
44;2022-S23;1437137,00;5197,00;18189,00;361,62;28,57;1265,64;0
44;2022-S24;1437137,00;7693,00;23718,00;535,30;32,44;1650,36;0
44;2022-S25;1437137,00;12113,00;33505,00;842,86;36,15;2331,37;0
45;2022-S22;682890,00;1446,00;7549,00;211,75;19,15;1105,45;0
45;2022-S23;682890,00;1956,00;7985,00;286,43;24,50;1169,30;0
45;2022-S24;682890,00;2811,00;9948,00;411,63;28,26;1456,75;0
45;2022-S25;682890,00;4395,00;13500,00;643,59;32,56;1976,89;0
46;2022-S22;173166,00;311,00;1917,00;179,60;16,22;1107,03;0
46;2022-S23;173166,00;436,00;2054,00;251,78;21,23;1186,15;0
46;2022-S24;173166,00;878,00;2804,00;507,03;31,31;1619,26;0
46;2022-S25;173166,00;1234,00;3364,00;712,61;36,68;1942,64;0
47;2022-S22;330336,00;433,00;3977,00;131,08;10,89;1203,93;0
47;2022-S23;330336,00;590,00;3899,00;178,61;15,13;1180,31;0
47;2022-S24;330336,00;1000,00;4869,00;302,72;20,54;1473,95;0
47;2022-S25;330336,00;1421,00;5924,00;430,17;23,99;1793,33;0
48;2022-S22;76286,00;102,00;857,00;133,71;11,90;1123,40;0
48;2022-S23;76286,00;135,00;801,00;176,97;16,85;1050,00;0
48;2022-S24;76286,00;229,00;967,00;300,19;23,68;1267,60;0
48;2022-S25;76286,00;386,00;1188,00;505,99;32,49;1557,30;0
49;2022-S22;815881,00;1725,00;8199,00;211,43;21,04;1004,93;0
49;2022-S23;815881,00;2080,00;8503,00;254,94;24,46;1042,19;0
49;2022-S24;815881,00;2941,00;10118,00;360,47;29,07;1240,13;0
49;2022-S25;815881,00;5044,00;14119,00;618,23;35,72;1730,52;0
50;2022-S22;490669,00;1034,00;5703,00;210,73;18,13;1162,29;0
50;2022-S23;490669,00;1482,00;5934,00;302,04;24,97;1209,37;0
50;2022-S24;490669,00;2173,00;6659,00;442,86;32,63;1357,13;0
50;2022-S25;490669,00;3249,00;8733,00;662,16;37,20;1779,81;0
51;2022-S22;563823,00;1212,00;7569,00;214,96;16,01;1342,44;0
51;2022-S23;563823,00;1456,00;7773,00;258,24;18,73;1378,62;0
51;2022-S24;563823,00;1979,00;9256,00;351,00;21,38;1641,65;0
51;2022-S25;563823,00;3202,00;12182,00;567,91;26,28;2160,61;0
52;2022-S22;169250,00;247,00;1921,00;145,94;12,86;1135,01;0
52;2022-S23;169250,00;310,00;1804,00;183,16;17,18;1065,88;0
52;2022-S24;169250,00;410,00;2144,00;242,25;19,12;1266,77;0
52;2022-S25;169250,00;588,00;2473,00;347,42;23,78;1461,15;0
53;2022-S22;305365,00;572,00;3031,00;187,32;18,87;992,58;0
53;2022-S23;305365,00;642,00;3042,00;210,24;21,10;996,18;0
53;2022-S24;305365,00;994,00;3636,00;325,51;27,34;1190,71;0
53;2022-S25;305365,00;1460,00;4498,00;478,12;32,46;1472,99;0
54;2022-S22;730398,00;1481,00;9789,00;202,77;15,13;1340,23;0
54;2022-S23;730398,00;1966,00;10194,00;269,17;19,29;1395,68;0
54;2022-S24;730398,00;2708,00;12785,00;370,76;21,18;1750,42;0
54;2022-S25;730398,00;3652,00;14795,00;500,00;24,68;2025,61;0
55;2022-S22;181641,00;289,00;2059,00;159,11;14,04;1133,55;0
55;2022-S23;181641,00;345,00;1978,00;189,94;17,44;1088,96;0
55;2022-S24;181641,00;561,00;2335,00;308,85;24,03;1285,50;0
55;2022-S25;181641,00;677,00;2732,00;372,71;24,78;1504,07;0
56;2022-S22;755566,00;1922,00;8163,00;254,38;23,55;1080,38;0
56;2022-S23;755566,00;2412,00;8703,00;319,23;27,71;1151,85;0
56;2022-S24;755566,00;3384,00;10448,00;447,88;32,39;1382,80;0
56;2022-S25;755566,00;5653,00;14565,00;748,18;38,81;1927,69;0
57;2022-S22;1035866,00;2175,00;15182,00;209,97;14,33;1465,63;0
57;2022-S23;1035866,00;2667,00;15183,00;257,47;17,57;1465,73;0
57;2022-S24;1035866,00;3945,00;18974,00;380,84;20,79;1831,70;0
57;2022-S25;1035866,00;5883,00;23653,00;567,93;24,87;2283,40;0
58;2022-S22;199596,00;323,00;1869,00;161,83;17,28;936,39;0
58;2022-S23;199596,00;373,00;1905,00;186,88;19,58;954,43;0
58;2022-S24;199596,00;585,00;2479,00;293,09;23,60;1242,01;0
58;2022-S25;199596,00;915,00;3027,00;458,43;30,23;1516,56;0
59;2022-S22;2588988,00;4902,00;38479,00;189,34;12,74;1486,26;0
59;2022-S23;2588988,00;6605,00;41002,00;255,12;16,11;1583,71;0
59;2022-S24;2588988,00;10018,00;52117,00;386,95;19,22;2013,03;0
59;2022-S25;2588988,00;15808,00;66886,00;610,59;23,63;2583,48;0
60;2022-S22;825077,00;1901,00;11361,00;230,40;16,73;1376,96;0
60;2022-S23;825077,00;2725,00;12589,00;330,27;21,65;1525,80;0
60;2022-S24;825077,00;3669,00;14907,00;444,69;24,61;1806,74;0
60;2022-S25;825077,00;5687,00;19557,00;689,27;29,08;2370,32;0
61;2022-S22;276903,00;485,00;3633,00;175,15;13,35;1312,01;0
61;2022-S23;276903,00;600,00;3432,00;216,68;17,48;1239,42;0
61;2022-S24;276903,00;792,00;3826,00;286,02;20,70;1381,71;0
61;2022-S25;276903,00;1359,00;4750,00;490,79;28,61;1715,40;0
62;2022-S22;1452778,00;3093,00;19157,00;212,90;16,15;1318,65;0
62;2022-S23;1452778,00;4084,00;20106,00;281,12;20,31;1383,97;0
62;2022-S24;1452778,00;5516,00;24644,00;379,69;22,38;1696,34;0
62;2022-S25;1452778,00;8836,00;32659,00;608,21;27,06;2248,04;0
63;2022-S22;660240,00;1207,00;6992,00;182,81;17,26;1059,01;0
63;2022-S23;660240,00;1709,00;7337,00;258,85;23,29;1111,26;0
63;2022-S24;660240,00;2458,00;9130,00;372,29;26,92;1382,83;0
63;2022-S25;660240,00;3363,00;11238,00;509,36;29,93;1702,11;0
64;2022-S22;683169,00;1331,00;8071,00;194,83;16,49;1181,41;0
64;2022-S23;683169,00;1711,00;8271,00;250,45;20,69;1210,68;0
64;2022-S24;683169,00;3045,00;10982,00;445,72;27,73;1607,51;0
64;2022-S25;683169,00;4575,00;14281,00;669,67;32,04;2090,41;0
65;2022-S22;226839,00;418,00;2589,00;184,27;16,15;1141,34;0
65;2022-S23;226839,00;569,00;2763,00;250,84;20,59;1218,04;0
65;2022-S24;226839,00;799,00;3304,00;352,23;24,18;1456,54;0
65;2022-S25;226839,00;1405,00;4518,00;619,38;31,10;1991,72;0
66;2022-S22;479000,00;945,00;7067,00;197,29;13,37;1475,37;0
66;2022-S23;479000,00;1253,00;6626,00;261,59;18,91;1383,30;0
66;2022-S24;479000,00;2011,00;8318,00;419,83;24,18;1736,53;0
66;2022-S25;479000,00;3552,00;11670,00;741,54;30,44;2436,33;0
67;2022-S22;1132607,00;2168,00;16958,00;191,42;12,78;1497,25;0
67;2022-S23;1132607,00;2851,00;17418,00;251,72;16,37;1537,87;0
67;2022-S24;1132607,00;4166,00;22441,00;367,82;18,56;1981,36;0
67;2022-S25;1132607,00;6187,00;28028,00;546,26;22,07;2474,64;0
68;2022-S22;763204,00;1420,00;10783,00;186,06;13,17;1412,86;0
68;2022-S23;763204,00;1845,00;11074,00;241,74;16,66;1450,99;0
68;2022-S24;763204,00;2795,00;13841,00;366,22;20,19;1813,54;0
68;2022-S25;763204,00;3783,00;16345,00;495,67;23,14;2141,63;0
69;2022-S22;1876051,00;4285,00;27664,00;228,41;15,49;1474,59;0
69;2022-S23;1876051,00;5677,00;28946,00;302,60;19,61;1542,92;0
69;2022-S24;1876051,00;9188,00;38796,00;489,75;23,68;2067,96;0
69;2022-S25;1876051,00;14030,00;49814,00;747,85;28,16;2655,26;0
70;2022-S22;233194,00;404,00;2781,00;173,25;14,53;1192,57;0
70;2022-S23;233194,00;572,00;3034,00;245,29;18,85;1301,06;0
70;2022-S24;233194,00;827,00;3595,00;354,64;23,00;1541,63;0
70;2022-S25;233194,00;1114,00;4610,00;477,71;24,16;1976,89;0
71;2022-S22;547824,00;840,00;5551,00;153,33;15,13;1013,28;0
71;2022-S23;547824,00;1076,00;5763,00;196,41;18,67;1051,98;0
71;2022-S24;547824,00;1558,00;7034,00;284,40;22,15;1283,99;0
71;2022-S25;547824,00;2566,00;9082,00;468,40;28,25;1657,83;0
72;2022-S22;560227,00;1088,00;5868,00;194,21;18,54;1047,43;0
72;2022-S23;560227,00;1461,00;6312,00;260,79;23,15;1126,69;0
72;2022-S24;560227,00;2275,00;8046,00;406,09;28,27;1436,20;0
72;2022-S25;560227,00;3651,00;10902,00;651,70;33,49;1946,00;0
73;2022-S22;432548,00;691,00;4705,00;159,75;14,69;1087,74;0
73;2022-S23;432548,00;891,00;4779,00;205,99;18,64;1104,85;0
73;2022-S24;432548,00;1544,00;6347,00;356,95;24,33;1467,35;0
73;2022-S25;432548,00;2291,00;7679,00;529,65;29,83;1775,29;0
74;2022-S22;828405,00;1439,00;10509,00;173,71;13,69;1268,58;0
74;2022-S23;828405,00;1928,00;9943,00;232,74;19,39;1200,26;0
74;2022-S24;828405,00;3181,00;12930,00;383,99;24,60;1560,83;0
74;2022-S25;828405,00;4340,00;14955,00;523,90;29,02;1805,28;0
75;2022-S22;2148271,00;7084,00;58321,00;329,75;12,15;2714,79;0
75;2022-S23;2148271,00;11182,00;67694,00;520,51;16,52;3151,09;0
75;2022-S24;2148271,00;17437,00;82521,00;811,68;21,13;3841,28;0
75;2022-S25;2148271,00;25825,00;110038,00;1202,13;23,47;5122,17;0
76;2022-S22;1243788,00;2639,00;14763,00;212,17;17,88;1186,94;0
76;2022-S23;1243788,00;3495,00;15356,00;281,00;22,76;1234,62;0
76;2022-S24;1243788,00;4690,00;18547,00;377,07;25,29;1491,17;0
76;2022-S25;1243788,00;7013,00;24366,00;563,84;28,78;1959,02;0
77;2022-S22;1423607,00;3694,00;21428,00;259,48;17,24;1505,19;0
77;2022-S23;1423607,00;5621,00;24014,00;394,84;23,41;1686,84;0
77;2022-S24;1423607,00;8274,00;30842,00;581,20;26,83;2166,47;0
77;2022-S25;1423607,00;12801,00;41451,00;899,19;30,88;2911,69;0
78;2022-S22;1448625,00;4092,00;22736,00;282,47;18,00;1569,49;0
78;2022-S23;1448625,00;5972,00;25802,00;412,25;23,15;1781,14;0
78;2022-S24;1448625,00;9192,00;34028,00;634,53;27,01;2348,99;0
78;2022-S25;1448625,00;13786,00;46459,00;951,66;29,67;3207,11;0
79;2022-S22;372627,00;646,00;3841,00;173,36;16,82;1030,79;0
79;2022-S23;372627,00;790,00;3875,00;212,01;20,39;1039,91;0
79;2022-S24;372627,00;1258,00;4823,00;337,60;26,08;1294,32;0
79;2022-S25;372627,00;2027,00;6183,00;543,98;32,78;1659,30;0
80;2022-S22;569769,00;1115,00;8706,00;195,69;12,81;1527,99;0
80;2022-S23;569769,00;1654,00;8875,00;290,29;18,64;1557,65;0
80;2022-S24;569769,00;2191,00;9735,00;384,54;22,51;1708,59;0
80;2022-S25;569769,00;3567,00;12961,00;626,04;27,52;2274,78;0
81;2022-S22;387898,00;716,00;4267,00;184,58;16,78;1100,03;0
81;2022-S23;387898,00;924,00;4404,00;238,21;20,98;1135,35;0
81;2022-S24;387898,00;1500,00;5503,00;386,70;27,26;1418,67;0
81;2022-S25;387898,00;2669,00;7931,00;688,07;33,65;2044,61;0
82;2022-S22;262618,00;480,00;3193,00;182,77;15,03;1215,83;0
82;2022-S23;262618,00;595,00;3299,00;226,56;18,04;1256,20;0
82;2022-S24;262618,00;1041,00;4058,00;396,39;25,65;1545,21;0
82;2022-S25;262618,00;1897,00;5699,00;722,34;33,29;2170,07;0
83;2022-S22;1073836,00;2126,00;16733,00;197,98;12,71;1558,25;0
83;2022-S23;1073836,00;2517,00;17137,00;234,39;14,69;1595,87;0
83;2022-S24;1073836,00;4226,00;20837,00;393,54;20,28;1940,43;0
83;2022-S25;1073836,00;7490,00;28499,00;697,50;26,28;2653,94;0
84;2022-S22;560997,00;980,00;7651,00;174,69;12,81;1363,82;0
84;2022-S23;560997,00;1172,00;7889,00;208,91;14,86;1406,25;0
84;2022-S24;560997,00;1916,00;9747,00;341,53;19,66;1737,44;0
84;2022-S25;560997,00;3258,00;12895,00;580,75;25,27;2298,59;0
85;2022-S22;683187,00;1440,00;7105,00;210,78;20,27;1039,98;0
85;2022-S23;683187,00;1977,00;7570,00;289,38;26,12;1108,04;0
85;2022-S24;683187,00;2916,00;8998,00;426,82;32,41;1317,06;0
85;2022-S25;683187,00;4871,00;12656,00;712,98;38,49;1852,49;0
86;2022-S22;437398,00;786,00;4628,00;179,70;16,98;1058,08;0
86;2022-S23;437398,00;1193,00;5115,00;272,75;23,32;1169,42;0
86;2022-S24;437398,00;1763,00;6482,00;403,07;27,20;1481,95;0
86;2022-S25;437398,00;2965,00;9078,00;677,87;32,66;2075,46;0
87;2022-S22;370774,00;1184,00;4630,00;319,33;25,57;1248,74;0
87;2022-S23;370774,00;1550,00;5042,00;418,04;30,74;1359,86;0
87;2022-S24;370774,00;1930,00;6141,00;520,53;31,43;1656,26;0
87;2022-S25;370774,00;2644,00;7621,00;713,10;34,69;2055,43;0
88;2022-S22;359520,00;510,00;4326,00;141,86;11,79;1203,27;0
88;2022-S23;359520,00;598,00;4437,00;166,33;13,48;1234,15;0
88;2022-S24;359520,00;793,00;5272,00;220,57;15,04;1466,40;0
88;2022-S25;359520,00;1257,00;6223,00;349,63;20,20;1730,92;0
89;2022-S22;332096,00;664,00;4012,00;199,94;16,55;1208,08;0
89;2022-S23;332096,00;728,00;3924,00;219,21;18,55;1181,59;0
89;2022-S24;332096,00;1243,00;4947,00;374,29;25,13;1489,63;0
89;2022-S25;332096,00;1896,00;6428,00;570,92;29,50;1935,58;0
90;2022-S22;140145,00;248,00;2301,00;176,96;10,78;1641,87;0
90;2022-S23;140145,00;348,00;2103,00;248,31;16,55;1500,59;0
90;2022-S24;140145,00;497,00;2239,00;354,63;22,20;1597,63;0
90;2022-S25;140145,00;653,00;2721,00;465,95;24,00;1941,56;0
91;2022-S22;1319401,00;3364,00;19991,00;254,96;16,83;1515,16;0
91;2022-S23;1319401,00;5237,00;23267,00;396,92;22,51;1763,45;0
91;2022-S24;1319401,00;7862,00;30032,00;595,88;26,18;2276,18;0
91;2022-S25;1319401,00;11659,00;40179,00;883,66;29,02;3045,25;0
92;2022-S22;1613762,00;4918,00;33050,00;304,75;14,88;2048,01;0
92;2022-S23;1613762,00;7687,00;38570,00;476,34;19,93;2390,07;0
92;2022-S24;1613762,00;12161,00;50683,00;753,58;23,99;3140,67;0
92;2022-S25;1613762,00;18326,00;68984,00;1135,61;26,57;4274,73;0
93;2022-S22;1670149,00;3185,00;27598,00;190,70;11,54;1652,43;0
93;2022-S23;1670149,00;5031,00;30810,00;301,23;16,33;1844,75;0
93;2022-S24;1670149,00;8279,00;40894,00;495,70;20,25;2448,52;0
93;2022-S25;1670149,00;12279,00;54823,00;735,20;22,40;3282,52;0
94;2022-S22;1406041,00;3797,00;25757,00;270,05;14,74;1831,88;0
94;2022-S23;1406041,00;5646,00;29167,00;401,55;19,36;2074,41;0
94;2022-S24;1406041,00;8978,00;37940,00;638,53;23,66;2698,36;0
94;2022-S25;1406041,00;13869,00;51632,00;986,39;26,86;3672,15;0
95;2022-S22;1248354,00;3223,00;20694,00;258,18;15,57;1657,70;0
95;2022-S23;1248354,00;4685,00;22653,00;375,29;20,68;1814,63;0
95;2022-S24;1248354,00;6968,00;29356,00;558,17;23,74;2351,58;0
95;2022-S25;1248354,00;10742,00;40430,00;860,49;26,57;3238,66;0
971;2022-S22;376879,00;2160,00;12002,00;573,13;18,00;3184,58;0
971;2022-S23;376879,00;2122,00;11250,00;563,05;18,86;2985,04;0
971;2022-S24;376879,00;2314,00;11927,00;613,99;19,40;3164,68;0
971;2022-S25;376879,00;2775,00;13053,00;736,31;21,26;3463,45;0
972;2022-S22;358749,00;8234,00;22379,00;2295,20;36,79;6238,07;0
972;2022-S23;358749,00;8185,00;21562,00;2281,54;37,96;6010,33;0
972;2022-S24;358749,00;7021,00;19809,00;1957,08;35,44;5521,69;0
972;2022-S25;358749,00;5371,00;17125,00;1497,15;31,36;4773,53;0
973;2022-S22;290691,00;858,00;4662,00;295,16;18,40;1603,76;0
973;2022-S23;290691,00;829,00;4103,00;285,18;20,20;1411,46;0
973;2022-S24;290691,00;1246,00;5406,00;428,63;23,05;1859,71;0
973;2022-S25;290691,00;1389,00;6107,00;477,83;22,74;2100,86;0
974;2022-S22;859959,00;1983,00;12240,00;230,59;16,20;1423,32;0
974;2022-S23;859959,00;1558,00;11855,00;181,17;13,14;1378,55;0
974;2022-S24;859959,00;1491,00;12812,00;173,38;11,64;1489,84;0
974;2022-S25;859959,00;1880,00;13499,00;218,62;13,93;1569,73;0
976;2022-S22;279471,00;94,00;2294,00;33,63;4,10;820,84;0
976;2022-S23;279471,00;69,00;2209,00;24,69;3,12;790,42;0
976;2022-S24;279471,00;57,00;2334,00;20,40;2,44;835,15;0
976;2022-S25;279471,00;83,00;2586,00;29,70;3,21;925,32;0
978;2022-S22;35334,00;76,00;1110,00;215,09;6,85;3141,45;0
978;2022-S23;35334,00;76,00;1181,00;215,09;6,44;3342,39;0
978;2022-S24;35334,00;77,00;862,00;217,92;8,93;2439,58;0
978;2022-S25;35334,00;110,00;956,00;311,31;11,51;2705,61;0
975;2022-S22;5997,00;1,00;34,00;16,68;2,94;566,95;0
975;2022-S23;5997,00;1,00;28,00;16,68;3,57;466,90;0
975;2022-S24;5997,00;3,00;25,00;50,03;12,00;416,88;0
975;2022-S25;5997,00;6,00;36,00;100,05;16,67;600,30;0
977;2022-S22;9961,00;33,00;625,00;331,29;5,28;6274,47;0
977;2022-S23;9961,00;25,00;502,00;250,98;4,98;5039,65;0
977;2022-S24;9961,00;27,00;344,00;271,06;7,85;3453,47;0
977;2022-S25;9961,00;44,00;453,00;441,72;9,71;4547,74;0
01;2022-S26;665391,00;6325,00;17981,00;950,57;35,18;2702,32;0
01;2022-S27;665391,00;7552,00;20655,00;1134,97;36,56;3104,19;0
01;2022-S28;665391,00;5993,00;15574,00;900,67;38,48;2340,58;0
01;2022-S29;665391,00;4820,00;14110,00;724,39;34,16;2120,56;0
01;2022-S30;665391,00;2811,00;10687,00;422,46;26,30;1606,12;0
02;2022-S26;524403,00;4517,00;13504,00;861,36;33,45;2575,12;0
02;2022-S27;524403,00;6124,00;15899,00;1167,80;38,52;3031,83;0
02;2022-S28;524403,00;4919,00;12234,00;938,02;40,21;2332,94;0
02;2022-S29;524403,00;3776,00;10691,00;720,06;35,32;2038,70;0
02;2022-S30;524403,00;2262,00;8119,00;431,35;27,86;1548,24;0
03;2022-S26;331757,00;2796,00;7897,00;842,79;35,41;2380,36;0
03;2022-S27;331757,00;3970,00;9969,00;1196,66;39,82;3004,91;0
03;2022-S28;331757,00;2979,00;7599,00;897,95;39,20;2290,53;0
03;2022-S29;331757,00;2283,00;6673,00;688,15;34,21;2011,41;0
03;2022-S30;331757,00;1340,00;4997,00;403,91;26,82;1506,22;0
04;2022-S26;165582,00;1408,00;5181,00;850,33;27,18;3128,96;0
04;2022-S27;165582,00;1822,00;5947,00;1100,36;30,64;3591,57;0
04;2022-S28;165582,00;1656,00;5055,00;1000,11;32,76;3052,87;0
04;2022-S29;165582,00;1419,00;4928,00;856,98;28,79;2976,17;0
04;2022-S30;165582,00;1063,00;4051,00;641,98;26,24;2446,52;0
05;2022-S26;141059,00;1289,00;3896,00;913,80;33,09;2761,96;0
05;2022-S27;141059,00;1393,00;4023,00;987,53;34,63;2852,00;0
05;2022-S28;141059,00;1173,00;3477,00;831,57;33,74;2464,93;0
05;2022-S29;141059,00;984,00;3090,00;697,58;31,84;2190,57;0
05;2022-S30;141059,00;738,00;2577,00;523,19;28,64;1826,90;0
06;2022-S26;1103555,00;14976,00;49128,00;1357,07;30,48;4451,79;0
06;2022-S27;1103555,00;15518,00;51071,00;1406,18;30,39;4627,86;0
06;2022-S28;1103555,00;12077,00;39901,00;1094,37;30,27;3615,68;0
06;2022-S29;1103555,00;9109,00;34077,00;825,42;26,73;3087,93;0
06;2022-S30;1103555,00;6430,00;28487,00;582,66;22,57;2581,38;0
07;2022-S26;330865,00;3265,00;9131,00;986,81;35,76;2759,74;0
07;2022-S27;330865,00;3636,00;9766,00;1098,94;37,23;2951,66;0
07;2022-S28;330865,00;3115,00;7911,00;941,47;39,38;2391,01;0
07;2022-S29;330865,00;2822,00;7685,00;852,92;36,72;2322,70;0
07;2022-S30;330865,00;1848,00;5689,00;558,54;32,48;1719,43;0
08;2022-S26;265285,00;2003,00;7963,00;755,04;25,15;3001,68;0
08;2022-S27;265285,00;2842,00;8686,00;1071,30;32,72;3274,21;0
08;2022-S28;265285,00;2597,00;6983,00;978,95;37,19;2632,26;0
08;2022-S29;265285,00;2317,00;6994,00;873,40;33,13;2636,41;0
08;2022-S30;265285,00;1486,00;5555,00;560,15;26,75;2093,97;0
09;2022-S26;153126,00;1728,00;5218,00;1128,48;33,12;3407,65;0
09;2022-S27;153126,00;2530,00;6885,00;1652,23;36,75;4496,30;0
09;2022-S28;153126,00;1722,00;4719,00;1124,56;36,49;3081,78;0
09;2022-S29;153126,00;1402,00;4162,00;915,59;33,69;2718,02;0
09;2022-S30;153126,00;925,00;3379,00;604,08;27,37;2206,68;0
10;2022-S26;311083,00;2439,00;7782,00;784,04;31,34;2501,58;0
10;2022-S27;311083,00;3364,00;9422,00;1081,38;35,70;3028,77;0
10;2022-S28;311083,00;2748,00;7280,00;883,37;37,75;2340,21;0
10;2022-S29;311083,00;2446,00;6946,00;786,29;35,21;2232,84;0
10;2022-S30;311083,00;1198,00;4841,00;385,11;24,75;1556,18;0
11;2022-S26;379844,00;3954,00;11929,00;1040,95;33,15;3140,50;0
11;2022-S27;379844,00;4485,00;13109,00;1180,75;34,21;3451,15;0
11;2022-S28;379844,00;3661,00;10155,00;963,82;36,05;2673,47;0
11;2022-S29;379844,00;3574,00;10186,00;940,91;35,09;2681,63;0
11;2022-S30;379844,00;2214,00;7464,00;582,87;29,66;1965,02;0
12;2022-S26;280254,00;2802,00;7384,00;999,81;37,95;2634,75;0
12;2022-S27;280254,00;3960,00;9317,00;1413,00;42,50;3324,48;0
12;2022-S28;280254,00;3050,00;7183,00;1088,30;42,46;2563,03;0
12;2022-S29;280254,00;2710,00;6858,00;966,98;39,52;2447,07;0
12;2022-S30;280254,00;1772,00;5018,00;632,28;35,31;1790,52;0
13;2022-S26;2062499,00;23857,00;94864,00;1156,70;25,15;4599,47;0
13;2022-S27;2062499,00;27684,00;104585,00;1342,26;26,47;5070,79;0
13;2022-S28;2062499,00;23278,00;82998,00;1128,63;28,05;4024,15;0
13;2022-S29;2062499,00;17552,00;72242,00;851,01;24,30;3502,64;0
13;2022-S30;2062499,00;12488,00;60717,00;605,48;20,57;2943,86;0
14;2022-S26;695310,00;6706,00;20758,00;964,46;32,31;2985,43;0
14;2022-S27;695310,00;7987,00;22101,00;1148,70;36,14;3178,58;0
14;2022-S28;695310,00;7116,00;18756,00;1023,43;37,94;2697,50;0
14;2022-S29;695310,00;4630,00;14187,00;665,89;32,64;2040,38;0
14;2022-S30;695310,00;2608,00;10267,00;375,08;25,40;1476,61;0
15;2022-S26;143280,00;922,00;3156,00;643,50;29,21;2202,68;0
15;2022-S27;143280,00;1488,00;4068,00;1038,53;36,58;2839,20;0
15;2022-S28;143280,00;1244,00;3208,00;868,23;38,78;2238,97;0
