fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;29;2022-02-26;198;512;3370;60;0;0;1809961;1758559;1097245;3598;0;4;98.5;95.7;59.7;0.2;0.0;0.0;196;436;2605;52;0;0;1776179;1736946;1130808;3785;0;5;95.3;93.2;60.7;0.2;0.0;0.0;406;964;6055;112;0;0;3618331;3525541;2240718;7424;0;9;97.7;95.2;60.5;0.2;0.0;0.0
FR;29;2022-02-27;59;117;756;10;0;0;1810020;1758676;1098001;3608;0;4;98.5;95.7;59.7;0.2;0.0;0.0;36;61;555;19;0;0;1776215;1737007;1131363;3804;0;5;95.3;93.2;60.7;0.2;0.0;0.0;98;185;1337;31;0;0;3618429;3525726;2242055;7455;0;9;97.7;95.2;60.5;0.2;0.0;0.0
FR;29;2022-02-28;218;457;3112;77;0;0;1810238;1759133;1101113;3685;0;4;98.5;95.7;59.9;0.2;0.0;0.0;204;387;2488;71;0;0;1776419;1737394;1133851;3875;0;5;95.3;93.2;60.8;0.2;0.0;0.0;429;856;5696;149;0;0;3618858;3526582;2247751;7604;0;9;97.7;95.2;60.7;0.2;0.0;0.0
FR;29;2022-03-01;276;408;3093;67;0;0;1810514;1759541;1104206;3752;0;4;98.5;95.7;60.1;0.2;0.0;0.0;235;379;2408;89;0;0;1776654;1737773;1136259;3964;0;5;95.3;93.2;60.9;0.2;0.0;0.0;524;798;5566;158;0;0;3619382;3527380;2253317;7762;0;9;97.7;95.3;60.9;0.2;0.0;0.0
FR;29;2022-03-02;264;471;3213;70;0;0;1810778;1760012;1107419;3822;0;4;98.5;95.7;60.2;0.2;0.0;0.0;235;411;2432;85;0;0;1776889;1738184;1138691;4049;0;5;95.3;93.2;61.1;0.2;0.0;0.0;507;894;5720;156;0;0;3619889;3528274;2259037;7918;0;9;97.8;95.3;61.0;0.2;0.0;0.0
FR;29;2022-03-03;173;348;1902;42;0;0;1810951;1760360;1109321;3864;0;4;98.5;95.8;60.3;0.2;0.0;0.0;185;327;1560;53;0;0;1777074;1738511;1140251;4102;0;5;95.3;93.2;61.2;0.2;0.0;0.0;373;693;3531;96;0;0;3620262;3528967;2262568;8014;0;9;97.8;95.3;61.1;0.2;0.0;0.0
FR;29;2022-03-04;176;439;2252;72;0;0;1811127;1760799;1111573;3936;0;4;98.5;95.8;60.5;0.2;0.0;0.0;180;431;1885;91;0;0;1777254;1738942;1142136;4193;0;5;95.3;93.3;61.3;0.2;0.0;0.0;369;891;4220;163;0;0;3620631;3529858;2266788;8177;0;9;97.8;95.3;61.2;0.2;0.0;0.0
FR;29;2022-03-05;137;256;1427;44;0;0;1811264;1761055;1113000;3980;0;4;98.5;95.8;60.5;0.2;0.0;0.0;125;234;1078;60;0;0;1777379;1739176;1143214;4253;0;5;95.3;93.3;61.3;0.2;0.0;0.0;264;497;2555;105;0;0;3620895;3530355;2269343;8282;0;9;97.8;95.3;61.3;0.2;0.0;0.0
FR;29;2022-03-06;37;50;225;12;0;0;1811301;1761105;1113225;3992;0;4;98.5;95.8;60.6;0.2;0.0;0.0;25;36;192;11;0;0;1777404;1739212;1143406;4264;0;5;95.3;93.3;61.3;0.2;0.0;0.0;63;88;426;23;0;0;3620958;3530443;2269769;8305;0;9;97.8;95.3;61.3;0.2;0.0;0.0
FR;29;2022-03-07;155;196;1153;56;0;0;1811456;1761301;1114378;4048;0;4;98.5;95.8;60.6;0.2;0.0;0.0;147;207;996;86;0;0;1777551;1739419;1144402;4350;0;5;95.3;93.3;61.4;0.2;0.0;0.0;307;414;2177;142;0;0;3621265;3530857;2271946;8447;0;9;97.8;95.4;61.4;0.2;0.0;0.0
FR;29;2022-03-08;112;210;963;52;0;0;1811568;1761511;1115341;4100;0;4;98.5;95.8;60.7;0.2;0.0;0.0;129;220;901;51;0;0;1777680;1739639;1145303;4401;0;5;95.3;93.3;61.4;0.2;0.0;0.0;247;444;1894;106;0;0;3621512;3531301;2273840;8553;0;9;97.8;95.4;61.4;0.2;0.0;0.0
FR;29;2022-03-09;119;304;996;63;0;1;1811687;1761815;1116337;4163;0;5;98.5;95.8;60.7;0.2;0.0;0.0;159;248;984;78;0;0;1777839;1739887;1146287;4479;0;5;95.4;93.3;61.5;0.2;0.0;0.0;291;569;2012;142;0;1;3621803;3531870;2275852;8695;0;10;97.8;95.4;61.5;0.2;0.0;0.0
FR;29;2022-03-10;107;236;852;52;0;0;1811794;1762051;1117189;4215;0;5;98.6;95.8;60.8;0.2;0.0;0.0;103;230;779;54;0;0;1777942;1740117;1147066;4533;0;5;95.4;93.3;61.5;0.2;0.0;0.0;215;475;1657;106;0;0;3622018;3532345;2277509;8801;0;10;97.8;95.4;61.5;0.2;0.0;0.0
FR;29;2022-03-11;106;228;990;61;0;0;1811900;1762279;1118179;4276;0;5;98.6;95.9;60.8;0.2;0.0;0.0;126;249;1043;79;0;0;1778068;1740366;1148109;4612;0;5;95.4;93.3;61.6;0.2;0.0;0.0;233;489;2074;141;0;0;3622251;3532834;2279583;8942;0;10;97.8;95.4;61.6;0.2;0.0;0.0
FR;29;2022-03-12;89;162;709;40;0;0;1811989;1762441;1118888;4316;0;5;98.6;95.9;60.9;0.2;0.0;0.0;92;174;692;74;0;0;1778160;1740540;1148801;4686;0;5;95.4;93.4;61.6;0.3;0.0;0.0;182;338;1425;115;0;0;3622433;3533172;2281008;9057;0;10;97.8;95.4;61.6;0.2;0.0;0.0
FR;29;2022-03-13;16;31;122;12;0;0;1812005;1762472;1119010;4328;0;5;98.6;95.9;60.9;0.2;0.0;0.0;20;24;121;22;0;0;1778180;1740564;1148922;4708;0;5;95.4;93.4;61.6;0.3;0.0;0.0;37;56;248;34;0;0;3622470;3533228;2281256;9091;0;10;97.8;95.4;61.6;0.2;0.0;0.0
FR;29;2022-03-14;87;139;740;65;0;0;1812092;1762611;1119750;4393;0;5;98.6;95.9;60.9;0.2;0.0;0.0;87;148;762;87;0;0;1778267;1740712;1149684;4795;0;5;95.4;93.4;61.7;0.3;0.0;0.0;178;297;1519;152;0;0;3622648;3533525;2282775;9243;0;10;97.8;95.4;61.6;0.2;0.0;0.0
FR;29;2022-03-15;79;286;634;37;0;0;1812171;1762897;1120384;4430;0;5;98.6;95.9;60.9;0.2;0.0;0.0;87;274;739;70;0;0;1778354;1740986;1150423;4865;0;5;95.4;93.4;61.7;0.3;0.0;0.0;174;569;1391;107;0;0;3622822;3534094;2284166;9350;0;10;97.8;95.4;61.7;0.3;0.0;0.0
FR;29;2022-03-16;107;213;747;64;0;0;1812278;1763110;1121131;4494;0;5;98.6;95.9;61.0;0.2;0.0;0.0;108;196;862;83;0;0;1778462;1741182;1151285;4948;0;5;95.4;93.4;61.7;0.3;0.0;0.0;222;422;1629;147;0;0;3623044;3534516;2285795;9497;0;10;97.8;95.5;61.7;0.3;0.0;0.0
FR;29;2022-03-17;69;146;524;45;0;0;1812347;1763256;1121655;4539;0;5;98.6;95.9;61.0;0.2;0.0;0.0;81;138;538;73;0;0;1778543;1741320;1151823;5021;0;5;95.4;93.4;61.8;0.3;0.0;0.0;155;287;1080;119;0;0;3623199;3534803;2286875;9616;0;10;97.8;95.5;61.8;0.3;0.0;0.0
FR;29;2022-03-18;89;168;655;69;0;0;1812436;1763424;1122310;4608;0;5;98.6;95.9;61.0;0.3;0.0;0.0;111;206;778;93;0;1;1778654;1741526;1152601;5114;0;6;95.4;93.4;61.8;0.3;0.0;0.0;204;382;1461;164;0;1;3623403;3535185;2288336;9780;0;11;97.9;95.5;61.8;0.3;0.0;0.0
FR;29;2022-03-19;59;118;430;52;0;1;1812495;1763542;1122740;4660;0;6;98.6;95.9;61.1;0.3;0.0;0.0;82;120;499;62;0;0;1778736;1741646;1153100;5176;0;6;95.4;93.4;61.8;0.3;0.0;0.0;142;240;944;114;0;1;3623545;3535425;2289280;9894;0;12;97.9;95.5;61.8;0.3;0.0;0.0
FR;29;2022-03-20;10;26;96;14;0;0;1812505;1763568;1122836;4674;0;6;98.6;95.9;61.1;0.3;0.0;0.0;14;24;106;17;0;0;1778750;1741670;1153206;5193;0;6;95.4;93.4;61.9;0.3;0.0;0.0;24;50;204;31;0;0;3623569;3535475;2289484;9925;0;12;97.9;95.5;61.8;0.3;0.0;0.0
FR;29;2022-03-21;51;101;553;51;0;0;1812556;1763669;1123389;4725;0;6;98.6;95.9;61.1;0.3;0.0;0.0;96;148;600;81;0;0;1778846;1741818;1153806;5274;0;6;95.4;93.4;61.9;0.3;0.0;0.0;150;252;1163;133;0;0;3623719;3535727;2290647;10058;0;12;97.9;95.5;61.9;0.3;0.0;0.0
FR;29;2022-03-22;65;147;487;48;0;0;1812621;1763816;1123876;4773;0;6;98.6;95.9;61.1;0.3;0.0;0.0;90;131;575;77;0;0;1778936;1741949;1154381;5351;0;6;95.4;93.4;61.9;0.3;0.0;0.0;158;283;1080;126;0;0;3623877;3536010;2291727;10184;0;12;97.9;95.5;61.9;0.3;0.0;0.0
FR;29;2022-03-23;89;166;788;68;0;0;1812710;1763982;1124664;4841;0;6;98.6;96.0;61.2;0.3;0.0;0.0;100;175;804;91;0;0;1779036;1742124;1155185;5442;0;6;95.4;93.4;62.0;0.3;0.0;0.0;195;350;1605;160;0;0;3624072;3536360;2293332;10344;0;12;97.9;95.5;61.9;0.3;0.0;0.0
FR;29;2022-03-24;50;100;401;33;0;0;1812760;1764082;1125065;4874;0;6;98.6;96.0;61.2;0.3;0.0;0.0;83;114;513;52;0;0;1779119;1742238;1155698;5494;0;6;95.4;93.4;62.0;0.3;0.0;0.0;135;221;926;86;0;0;3624207;3536581;2294258;10430;0;12;97.9;95.5;62.0;0.3;0.0;0.0
FR;29;2022-03-25;74;152;579;65;0;0;1812834;1764234;1125644;4939;0;6;98.6;96.0;61.2;0.3;0.0;0.0;105;161;755;88;0;0;1779224;1742399;1156453;5582;0;6;95.4;93.5;62.0;0.3;0.0;0.0;184;316;1349;154;0;0;3624391;3536897;2295607;10584;0;12;97.9;95.5;62.0;0.3;0.0;0.0
FR;29;2022-03-26;59;113;416;51;0;0;1812893;1764347;1126060;4990;0;6;98.6;96.0;61.3;0.3;0.0;0.0;74;138;501;76;0;0;1779298;1742537;1156954;5658;0;6;95.4;93.5;62.1;0.3;0.0;0.0;136;253;929;128;0;0;3624527;3537150;2296536;10712;0;12;97.9;95.5;62.0;0.3;0.0;0.0
FR;29;2022-03-27;18;24;102;8;0;0;1812911;1764371;1126162;4998;0;6;98.6;96.0;61.3;0.3;0.0;0.0;14;11;118;12;0;0;1779312;1742548;1157072;5670;0;6;95.4;93.5;62.1;0.3;0.0;0.0;32;37;225;20;0;0;3624559;3537187;2296761;10732;0;12;97.9;95.5;62.0;0.3;0.0;0.0
FR;29;2022-03-28;55;76;492;47;0;0;1812966;1764447;1126654;5045;0;6;98.6;96.0;61.3;0.3;0.0;0.0;101;120;577;78;0;0;1779413;1742668;1157649;5748;0;6;95.4;93.5;62.1;0.3;0.0;0.0;157;198;1078;125;0;0;3624716;3537385;2297839;10857;0;12;97.9;95.5;62.1;0.3;0.0;0.0
FR;29;2022-03-29;75;98;450;39;0;0;1813041;1764545;1127104;5084;0;6;98.6;96.0;61.3;0.3;0.0;0.0;81;101;561;65;0;0;1779494;1742769;1158210;5813;0;6;95.4;93.5;62.1;0.3;0.0;0.0;160;202;1021;104;0;0;3624876;3537587;2298860;10961;0;12;97.9;95.5;62.1;0.3;0.0;0.0
FR;29;2022-03-30;88;120;539;62;0;0;1813129;1764665;1127643;5146;0;6;98.6;96.0;61.3;0.3;0.0;0.0;105;165;711;86;0;0;1779599;1742934;1158921;5899;0;6;95.4;93.5;62.2;0.3;0.0;0.0;198;290;1262;149;0;0;3625074;3537877;2300122;11110;0;12;97.9;95.5;62.1;0.3;0.0;0.0
FR;29;2022-03-31;64;120;451;54;0;0;1813193;1764785;1128094;5200;0;6;98.6;96.0;61.4;0.3;0.0;0.0;88;133;643;67;0;0;1779687;1743067;1159564;5966;0;6;95.5;93.5;62.2;0.3;0.0;0.0;155;258;1107;121;0;0;3625229;3538135;2301229;11231;0;12;97.9;95.6;62.1;0.3;0.0;0.0
FR;29;2022-04-01;138;120;828;76;0;0;1813331;1764905;1128922;5276;0;6;98.6;96.0;61.4;0.3;0.0;0.0;162;163;907;103;0;0;1779849;1743230;1160471;6069;0;6;95.5;93.5;62.2;0.3;0.0;0.0;305;288;1746;179;0;0;3625534;3538423;2302975;11410;0;12;97.9;95.6;62.2;0.3;0.0;0.0
FR;29;2022-04-02;47;64;334;37;0;0;1813378;1764969;1129256;5313;0;6;98.6;96.0;61.4;0.3;0.0;0.0;64;76;433;58;0;0;1779913;1743306;1160904;6127;0;6;95.5;93.5;62.3;0.3;0.0;0.0;111;141;771;96;0;0;3625645;3538564;2303746;11506;0;12;97.9;95.6;62.2;0.3;0.0;0.0
FR;29;2022-04-03;12;9;85;10;0;0;1813390;1764978;1129341;5323;0;6;98.6;96.0;61.4;0.3;0.0;0.0;11;19;116;17;0;0;1779924;1743325;1161020;6144;0;6;95.5;93.5;62.3;0.3;0.0;0.0;23;28;205;29;0;0;3625668;3538592;2303951;11535;0;12;97.9;95.6;62.2;0.3;0.0;0.0
FR;29;2022-04-04;381;115;581;66;0;0;1813771;1765093;1129922;5389;0;6;98.7;96.0;61.5;0.3;0.0;0.0;335;114;698;66;0;0;1780259;1743439;1161718;6210;0;6;95.5;93.5;62.3;0.3;0.0;0.0;719;231;1286;134;0;0;3626387;3538823;2305237;11669;0;12;97.9;95.6;62.3;0.3;0.0;0.0
FR;29;2022-04-05;158;96;496;52;0;0;1813929;1765189;1130418;5441;0;6;98.7;96.0;61.5;0.3;0.0;0.0;212;106;627;94;0;0;1780471;1743545;1162345;6304;0;6;95.5;93.5;62.3;0.3;0.0;0.0;372;206;1134;147;0;0;3626759;3539029;2306371;11816;0;12;97.9;95.6;62.3;0.3;0.0;0.0
FR;29;2022-04-06;118;85;483;51;0;0;1814047;1765274;1130901;5492;0;6;98.7;96.0;61.5;0.3;0.0;0.0;124;139;645;94;0;0;1780595;1743684;1162990;6398;0;6;95.5;93.5;62.4;0.3;0.0;0.0;243;227;1134;146;0;0;3627002;3539256;2307505;11962;0;12;98.0;95.6;62.3;0.3;0.0;0.0
FR;29;2022-04-07;103;93;458;47;0;0;1814150;1765367;1131359;5539;0;6;98.7;96.0;61.5;0.3;0.0;0.0;100;101;612;95;0;0;1780695;1743785;1163602;6493;0;6;95.5;93.5;62.4;0.3;0.0;0.0;205;196;1079;142;0;0;3627207;3539452;2308584;12104;0;12;98.0;95.6;62.3;0.3;0.0;0.0
FR;29;2022-04-08;102;102;622;79;0;0;1814252;1765469;1131981;5618;0;6;98.7;96.0;61.6;0.3;0.0;0.0;125;136;793;126;0;0;1780820;1743921;1164395;6619;0;6;95.5;93.5;62.5;0.4;0.0;0.0;233;246;1426;205;0;0;3627440;3539698;2310010;12309;0;12;98.0;95.6;62.4;0.3;0.0;0.0
FR;29;2022-04-09;32;54;361;40;0;0;1814284;1765523;1132342;5658;0;6;98.7;96.0;61.6;0.3;0.0;0.0;76;75;491;61;0;0;1780896;1743996;1164886;6680;0;6;95.5;93.5;62.5;0.4;0.0;0.0;108;133;857;102;0;0;3627548;3539831;2310867;12411;0;12;98.0;95.6;62.4;0.3;0.0;0.0
FR;29;2022-04-10;12;28;102;13;0;0;1814296;1765551;1132444;5671;0;6;98.7;96.0;61.6;0.3;0.0;0.0;27;31;138;15;0;0;1780923;1744027;1165024;6695;0;6;95.5;93.5;62.5;0.4;0.0;0.0;39;60;241;28;0;0;3627587;3539891;2311108;12439;0;12;98.0;95.6;62.4;0.3;0.0;0.0
FR;29;2022-04-11;62;76;590;46;0;0;1814358;1765627;1133034;5717;0;6;98.7;96.0;61.6;0.3;0.0;0.0;98;107;685;87;0;0;1781021;1744134;1165709;6782;0;6;95.5;93.5;62.5;0.4;0.0;0.0;162;185;1277;134;0;0;3627749;3540076;2312385;12573;0;12;98.0;95.6;62.4;0.3;0.0;0.0
FR;29;2022-04-12;79;92;488;53;0;0;1814437;1765719;1133522;5770;0;6;98.7;96.0;61.7;0.3;0.0;0.0;84;105;655;86;0;1;1781105;1744239;1166364;6868;0;7;95.5;93.6;62.6;0.4;0.0;0.0;166;198;1154;139;0;1;3627915;3540274;2313539;12712;0;13;98.0;95.6;62.5;0.3;0.0;0.0
FR;29;2022-04-13;74;107;548;56;0;0;1814511;1765826;1134070;5826;0;6;98.7;96.1;61.7;0.3;0.0;0.0;92;116;650;97;0;0;1781197;1744355;1167014;6965;0;7;95.5;93.6;62.6;0.4;0.0;0.0;167;224;1210;153;0;0;3628082;3540498;2314749;12865;0;13;98.0;95.6;62.5;0.3;0.0;0.0
FR;29;2022-04-14;62;80;505;63;0;0;1814573;1765906;1134575;5889;0;6;98.7;96.1;61.7;0.3;0.0;0.0;94;113;633;78;0;0;1781291;1744468;1167647;7043;0;7;95.5;93.6;62.6;0.4;0.0;0.0;157;195;1144;142;0;0;3628239;3540693;2315893;13007;0;13;98.0;95.6;62.5;0.4;0.0;0.0
FR;29;2022-04-15;73;111;592;53;0;1;1814646;1766017;1135167;5942;0;7;98.7;96.1;61.7;0.3;0.0;0.0;112;162;769;78;0;0;1781403;1744630;1168416;7121;0;7;95.5;93.6;62.7;0.4;0.0;0.0;188;275;1371;132;0;1;3628427;3540968;2317264;13139;0;14;98.0;95.6;62.6;0.4;0.0;0.0
FR;29;2022-04-16;41;47;300;39;0;1;1814687;1766064;1135467;5981;0;8;98.7;96.1;61.8;0.3;0.0;0.0;57;59;344;40;0;1;1781460;1744689;1168760;7161;0;8;95.5;93.6;62.7;0.4;0.0;0.0;99;106;649;79;0;2;3628526;3541074;2317913;13218;0;16;98.0;95.6;62.6;0.4;0.0;0.0
FR;29;2022-04-17;6;8;54;10;0;0;1814693;1766072;1135521;5991;0;8;98.7;96.1;61.8;0.3;0.0;0.0;17;20;80;10;0;0;1781477;1744709;1168840;7171;0;8;95.5;93.6;62.7;0.4;0.0;0.0;23;28;134;20;0;0;3628549;3541102;2318047;13238;0;16;98.0;95.6;62.6;0.4;0.0;0.0
FR;29;2022-04-18;11;24;221;11;0;0;1814704;1766096;1135742;6002;0;8;98.7;96.1;61.8;0.3;0.0;0.0;11;20;184;19;0;0;1781488;1744729;1169024;7190;0;8;95.6;93.6;62.7;0.4;0.0;0.0;22;44;406;31;0;0;3628571;3541146;2318453;13269;0;16;98.0;95.6;62.6;0.4;0.0;0.0
FR;29;2022-04-19;59;77;518;75;0;1;1814763;1766173;1136260;6077;0;9;98.7;96.1;61.8;0.3;0.0;0.0;93;115;669;98;0;1;1781581;1744844;1169693;7288;0;9;95.6;93.6;62.7;0.4;0.0;0.0;155;196;1192;174;0;2;3628726;3541342;2319645;13443;0;18;98.0;95.6;62.6;0.4;0.0;0.0
FR;29;2022-04-20;67;87;613;48;0;0;1814830;1766260;1136873;6125;0;9;98.7;96.1;61.8;0.3;0.0;0.0;86;110;744;87;0;0;1781667;1744954;1170437;7375;0;9;95.6;93.6;62.8;0.4;0.0;0.0;154;198;1367;135;0;0;3628880;3541540;2321012;13578;0;18;98.0;95.6;62.7;0.4;0.0;0.0
FR;29;2022-04-21;70;93;463;57;0;0;1814900;1766353;1137336;6182;0;9;98.7;96.1;61.9;0.3;0.0;0.0;76;102;630;66;0;0;1781743;1745056;1171067;7441;0;9;95.6;93.6;62.8;0.4;0.0;0.0;147;196;1103;123;0;0;3629027;3541736;2322115;13701;0;18;98.0;95.6;62.7;0.4;0.0;0.0
FR;29;2022-04-22;68;87;663;68;0;0;1814968;1766440;1137999;6250;0;9;98.7;96.1;61.9;0.3;0.0;0.0;85;140;786;104;0;1;1781828;1745196;1171853;7545;0;10;95.6;93.6;62.9;0.4;0.0;0.0;157;231;1456;174;0;1;3629184;3541967;2323571;13875;0;19;98.0;95.7;62.8;0.4;0.0;0.0
FR;29;2022-04-23;44;47;343;37;0;0;1815012;1766487;1138342;6287;0;9;98.7;96.1;61.9;0.3;0.0;0.0;59;84;457;69;0;0;1781887;1745280;1172310;7614;0;10;95.6;93.6;62.9;0.4;0.0;0.0;103;131;807;106;0;0;3629287;3542098;2324378;13981;0;19;98.0;95.7;62.8;0.4;0.0;0.0
FR;29;2022-04-24;11;17;101;7;0;0;1815023;1766504;1138443;6294;0;9;98.7;96.1;61.9;0.3;0.0;0.0;14;17;117;16;0;0;1781901;1745297;1172427;7630;0;10;95.6;93.6;62.9;0.4;0.0;0.0;25;34;219;23;0;0;3629312;3542132;2324597;14004;0;19;98.0;95.7;62.8;0.4;0.0;0.0
FR;29;2022-04-25;59;70;495;69;0;0;1815082;1766574;1138938;6363;0;9;98.7;96.1;62.0;0.3;0.0;0.0;66;85;646;92;0;0;1781967;1745382;1173073;7722;0;10;95.6;93.6;62.9;0.4;0.0;0.0;128;156;1146;162;0;0;3629440;3542288;2325743;14166;0;19;98.0;95.7;62.8;0.4;0.0;0.0
FR;29;2022-04-26;61;71;483;68;0;0;1815143;1766645;1139421;6431;0;9;98.7;96.1;62.0;0.3;0.0;0.0;103;123;645;96;0;1;1782070;1745505;1173718;7818;0;11;95.6;93.6;63.0;0.4;0.0;0.0;166;194;1139;165;0;1;3629606;3542482;2326882;14331;0;20;98.0;95.7;62.8;0.4;0.0;0.0
FR;29;2022-04-27;58;77;464;56;0;0;1815201;1766722;1139885;6487;0;9;98.7;96.1;62.0;0.4;0.0;0.0;77;100;564;74;0;0;1782147;1745605;1174282;7892;0;11;95.6;93.6;63.0;0.4;0.0;0.0;136;177;1034;131;0;0;3629742;3542659;2327916;14462;0;20;98.0;95.7;62.9;0.4;0.0;0.0
FR;29;2022-04-28;52;51;446;38;0;0;1815253;1766773;1140331;6525;0;9;98.7;96.1;62.0;0.4;0.0;0.0;79;94;624;73;0;0;1782226;1745699;1174906;7965;0;11;95.6;93.6;63.0;0.4;0.0;0.0;132;146;1082;113;0;0;3629874;3542805;2328998;14575;0;20;98.0;95.7;62.9;0.4;0.0;0.0
FR;29;2022-04-29;77;203;559;63;0;0;1815330;1766976;1140890;6588;0;9;98.7;96.1;62.1;0.4;0.0;0.0;110;257;748;111;0;0;1782336;1745956;1175654;8076;0;11;95.6;93.6;63.1;0.4;0.0;0.0;190;461;1316;174;0;0;3630064;3543266;2330314;14749;0;20;98.0;95.7;62.9;0.4;0.0;0.0
FR;29;2022-04-30;50;339;295;44;0;0;1815380;1767315;1141185;6632;0;9;98.7;96.1;62.1;0.4;0.0;0.0;60;322;392;66;0;0;1782396;1746278;1176046;8142;0;11;95.6;93.7;63.1;0.4;0.0;0.0;110;662;690;110;0;0;3630174;3543928;2331004;14859;0;20;98.0;95.7;63.0;0.4;0.0;0.0
FR;29;2022-05-01;15;13;40;15;0;0;1815395;1767328;1141225;6647;0;9;98.7;96.1;62.1;0.4;0.0;0.0;18;18;75;8;0;0;1782414;1746296;1176121;8150;0;11;95.6;93.7;63.1;0.4;0.0;0.0;34;31;115;23;0;0;3630208;3543959;2331119;14882;0;20;98.0;95.7;63.0;0.4;0.0;0.0
FR;29;2022-05-02;139;104;645;54;0;0;1815534;1767432;1141870;6701;0;9;98.8;96.1;62.1;0.4;0.0;0.0;157;133;716;89;0;0;1782571;1746429;1176837;8239;0;11;95.6;93.7;63.1;0.4;0.0;0.0;296;237;1368;143;0;0;3630504;3544196;2332487;15025;0;20;98.0;95.7;63.0;0.4;0.0;0.0
FR;29;2022-05-03;73;79;556;63;0;0;1815607;1767511;1142426;6764;0;9;98.8;96.1;62.1;0.4;0.0;0.0;129;125;707;81;0;0;1782700;1746554;1177544;8320;0;11;95.6;93.7;63.2;0.4;0.0;0.0;203;207;1270;145;0;0;3630707;3544403;2333757;15170;0;20;98.1;95.7;63.0;0.4;0.0;0.0
FR;29;2022-05-04;70;84;546;55;0;0;1815677;1767595;1142972;6819;0;9;98.8;96.1;62.2;0.4;0.0;0.0;102;113;709;85;0;0;1782802;1746667;1178253;8405;0;11;95.6;93.7;63.2;0.5;0.0;0.0;173;199;1267;140;0;0;3630880;3544602;2335024;15310;0;20;98.1;95.7;63.1;0.4;0.0;0.0
FR;29;2022-05-05;75;99;504;44;0;0;1815752;1767694;1143476;6863;0;9;98.8;96.2;62.2;0.4;0.0;0.0;97;122;634;66;0;0;1782899;1746789;1178887;8471;0;11;95.6;93.7;63.2;0.5;0.0;0.0;175;224;1147;111;0;0;3631055;3544826;2336171;15421;0;20;98.1;95.7;63.1;0.4;0.0;0.0
FR;29;2022-05-06;82;96;557;74;0;0;1815834;1767790;1144033;6937;0;9;98.8;96.2;62.2;0.4;0.0;0.0;128;149;806;107;0;0;1783027;1746938;1179693;8578;0;11;95.6;93.7;63.3;0.5;0.0;0.0;217;249;1373;182;0;0;3631272;3545075;2337544;15603;0;20;98.1;95.7;63.1;0.4;0.0;0.0
FR;29;2022-05-07;47;48;307;33;0;0;1815881;1767838;1144340;6970;0;9;98.8;96.2;62.2;0.4;0.0;0.0;61;63;378;46;0;0;1783088;1747001;1180071;8624;0;11;95.6;93.7;63.3;0.5;0.0;0.0;109;112;690;79;0;0;3631381;3545187;2338234;15682;0;20;98.1;95.7;63.1;0.4;0.0;0.0
FR;29;2022-05-08;19;27;79;12;0;0;1815900;1767865;1144419;6982;0;9;98.8;96.2;62.3;0.4;0.0;0.0;19;21;79;11;0;0;1783107;1747022;1180150;8635;0;11;95.6;93.7;63.3;0.5;0.0;0.0;39;49;158;24;0;0;3631420;3545236;2338392;15706;0;20;98.1;95.7;63.2;0.4;0.0;0.0
FR;29;2022-05-09;67;54;495;52;0;0;1815967;1767919;1144914;7034;0;9;98.8;96.2;62.3;0.4;0.0;0.0;89;98;632;60;0;0;1783196;1747120;1180782;8695;0;11;95.6;93.7;63.3;0.5;0.0;0.0;157;153;1132;113;0;0;3631577;3545389;2339524;15819;0;20;98.1;95.7;63.2;0.4;0.0;0.0
FR;29;2022-05-10;72;101;515;51;0;0;1816039;1768020;1145429;7085;0;9;98.8;96.2;62.3;0.4;0.0;0.0;127;156;649;88;0;0;1783323;1747276;1181431;8783;0;11;95.6;93.7;63.4;0.5;0.0;0.0;201;257;1174;139;0;0;3631778;3545646;2340698;15958;0;20;98.1;95.8;63.2;0.4;0.0;0.0
FR;29;2022-05-11;55;82;449;46;0;0;1816094;1768102;1145878;7131;0;9;98.8;96.2;62.3;0.4;0.0;0.0;106;122;566;65;0;0;1783429;1747398;1181997;8848;0;11;95.7;93.7;63.4;0.5;0.0;0.0;165;205;1022;111;0;0;3631943;3545851;2341720;16069;0;20;98.1;95.8;63.2;0.4;0.0;0.0
